State,FIPS,Name,Area,People2010
OK,40045,Ellis County,1231.52,4151
OK,40047,Garfield County,1058.47,60580
OK,40049,Garvin County,802.12,27576
OK,40051,Grady County,1100.50,52431
OK,40053,Grant County,1000.87,4527
OK,40055,Greer County,639.32,6239
OK,40057,Harmon County,537.19,2922
OK,40059,Harper County,1039.02,3685
OK,40061,Haskell County,576.52,12769
OK,40063,Hughes County,804.65,14003
OK,40065,Jackson County,802.65,26446
OK,40067,Jefferson County,758.83,6472
OK,40069,Johnston County,642.94,10957
OK,40071,Kay County,919.73,46562
OK,40073,Kingfisher County,898.16,15034
OK,40075,Kiowa County,1015.23,9446
OK,40077,Latimer County,722.08,11154
OK,40079,Le Flore County,1589.21,50384
OK,40081,Lincoln County,952.31,34273
OK,40083,Logan County,743.83,41848
OK,40085,Love County,514.00,9423
OK,40087,McClain County,570.70,34506
OK,40089,McCurtain County,1850.01,33151
OK,40091,McIntosh County,618.50,20252
OK,40093,Major County,954.99,7527
OK,40095,Marshall County,371.08,15840
OK,40097,Mayes County,655.39,41259
OK,40099,Murray County,416.46,13488
OK,40101,Muskogee County,810.45,70990
OK,40103,Noble County,731.90,11561
OK,40105,Nowata County,565.78,10536
OK,40107,Okfuskee County,618.57,12191
OK,40109,Oklahoma County,708.82,718633
OK,40111,Okmulgee County,697.35,40069
OK,40113,Osage County,2246.36,47472
OK,40115,Ottawa County,470.82,31848
OK,40117,Pawnee County,567.95,16577
OK,40119,Payne County,684.70,77350
OK,40121,Pittsburg County,1305.46,45837
OK,40123,Pontotoc County,720.44,37492
OK,40125,Pottawatomie County,787.67,69442
OK,40127,Pushmataha County,1395.84,11572
OK,40129,Roger Mills County,1141.14,3647
OK,40131,Rogers County,675.63,86905
OK,40133,Seminole County,632.84,25482
OK,40135,Sequoyah County,673.27,42391
OK,40137,Stephens County,870.24,45048
OK,40139,Texas County,2041.26,20640
OK,40141,Tillman County,871.13,7992
OK,40143,Tulsa County,570.25,603403
OK,40145,Wagoner County,561.56,73085
OK,40147,Washington County,415.45,50976
OK,40149,Washita County,1003.17,11629
OK,40151,Woods County,1286.45,8878
OK,40153,Woodward County,1242.40,20081
OR,41001,Baker County,3068.36,16134
OR,41003,Benton County,675.94,85579
OR,41005,Clackamas County,1870.32,375992
OR,41007,Clatsop County,829.05,37039
OR,41009,Columbia County,657.36,49351
OR,41011,Coos County,1596.17,63043
OR,41013,Crook County,2979.09,20978
OR,41015,Curry County,1627.46,22364
OR,41017,Deschutes County,3018.19,157733
OR,41019,Douglas County,5036.07,107667
OR,41021,Gilliam County,1204.81,1871
OR,41023,Grant County,4528.54,7445
OR,41025,Harney County,10133.17,7422
OR,41027,Hood River County,521.95,22346
OR,41029,Jackson County,2783.55,203206
OR,41031,Jefferson County,1780.78,21720
OR,41033,Josephine County,1639.67,82713
OR,41035,Klamath County,5941.05,66380
OR,41037,Lake County,8138.98,7895
OR,41039,Lane County,4553.12,351715
OR,41041,Lincoln County,979.77,46034
OR,41043,Linn County,2290.13,116672
OR,41045,Malheur County,9887.53,31313
OR,41047,Marion County,1182.33,315335
OR,41049,Morrow County,2031.61,11173
OR,41051,Multnomah County,431.30,735334
OR,41053,Polk County,740.79,75403
OR,41055,Sherman County,823.69,1765
OR,41057,Tillamook County,1102.58,25250
OR,41059,Umatilla County,3215.51,75889
OR,41061,Union County,2036.61,25748
OR,41063,Wallowa County,3146.19,7008
OR,41065,Wasco County,2381.52,25213
OR,41067,Washington County,724.23,529710
OR,41069,Wheeler County,1714.75,1441
OR,41071,Yamhill County,715.86,99193
PA,42001,Adams County,518.67,101407
PA,42003,Allegheny County,730.07,1223348
PA,42005,Armstrong County,653.20,68941
PA,42007,Beaver County,434.71,170539
PA,42009,Bedford County,1012.30,49762
PA,42011,Berks County,856.51,411442
PA,42013,Blair County,525.80,127089
PA,42015,Bradford County,1147.40,62622
PA,42017,Bucks County,604.31,625249
PA,42019,Butler County,788.60,183862
PA,42021,Cambria County,688.35,143679
PA,42023,Cameron County,396.23,5085
PA,42025,Carbon County,381.46,65249
PA,42027,Centre County,1109.92,153990
PA,42029,Chester County,750.51,498886
PA,42031,Clarion County,600.83,39988
PA,42033,Clearfield County,1144.72,81642
PA,42035,Clinton County,887.98,39238
PA,42037,Columbia County,483.11,67295
PA,42039,Crawford County,1012.30,88765
PA,42041,Cumberland County,545.46,235406
PA,42043,Dauphin County,525.05,268100
PA,42045,Delaware County,183.84,558979
PA,42047,Elk County,827.36,31946
PA,42049,Erie County,799.15,280566
PA,42051,Fayette County,790.34,136606
PA,42053,Forest County,427.19,7716
PA,42055,Franklin County,772.22,149618
PA,42057,Fulton County,437.55,14845
PA,42059,Greene County,575.95,38686
PA,42061,Huntingdon County,874.64,45913
PA,42063,Indiana County,827.03,88880
PA,42065,Jefferson County,652.43,45200
PA,42067,Juniata County,391.35,24636
PA,42069,Lackawanna County,459.08,214437
PA,42071,Lancaster County,943.81,519445
PA,42073,Lawrence County,358.18,91108
PA,42075,Lebanon County,361.83,133568
PA,42077,Lehigh County,345.17,349497
PA,42079,Luzerne County,890.33,320918
PA,42081,Lycoming County,1228.59,116111
PA,42083,McKean County,979.20,43450
PA,42085,Mercer County,672.57,116638
PA,42087,Mifflin County,411.03,46682
PA,42089,Monroe County,608.29,169842
PA,42091,Montgomery County,483.04,799874
PA,42093,Montour County,130.24,18267
PA,42095,Northampton County,369.67,297735
PA,42097,Northumberland County,458.37,94528
PA,42099,Perry County,551.45,45969
PA,42101,Philadelphia County,134.10,1526006
PA,42103,Pike County,544.96,57369
PA,42105,Potter County,1081.32,17457
PA,42107,Schuylkill County,778.63,148289
PA,42109,Snyder County,328.71,39702
PA,42111,Somerset County,1074.37,77742
PA,42113,Sullivan County,449.94,6428
PA,42115,Susquehanna County,823.43,43356
PA,42117,Tioga County,1133.79,41981
PA,42119,Union County,315.98,44947
PA,42121,Venango County,674.28,54984
PA,42123,Warren County,884.13,41815
PA,42125,Washington County,856.99,207820
PA,42127,Wayne County,725.60,52822
PA,42129,Westmoreland County,1027.55,365169
PA,42131,Wyoming County,397.32,28276
PA,42133,York County,904.18,434972
RI,44001,Bristol County,24.16,49875
RI,44003,Kent County,168.53,166158
RI,44005,Newport County,102.39,82888
RI,44007,Providence County,409.50,626667
RI,44009,Washington County,329.23,126979
SC,45001,Abbeville County,490.48,25417
SC,45003,Aiken County,1071.03,160099
SC,45005,Allendale County,408.09,10419
SC,45007,Anderson County,715.43,187126
SC,45009,Bamberg County,393.37,15987
SC,45011,Barnwell County,548.39,22621
SC,45013,Beaufort County,576.28,162233
SC,45015,Berkeley County,1098.86,177843
SC,45017,Calhoun County,381.15,15175
SC,45019,Charleston County,916.09,350209
SC,45021,Cherokee County,392.66,55342
SC,45023,Chester County,580.66,33140
SC,45025,Chesterfield County,799.08,46734
SC,45027,Clarendon County,606.94,34971
SC,45029,Colleton County,1056.49,38892
SC,45031,Darlington County,561.15,68681
SC,45033,Dillon County,404.87,32062
SC,45035,Dorchester County,573.23,136555
SC,45037,Edgefield County,500.41,26985
SC,45039,Fairfield County,686.28,23956
SC,45041,Florence County,799.96,136885
SC,45043,Georgetown County,813.55,60158
SC,45045,Greenville County,785.12,451225
SC,45047,Greenwood County,454.73,69661
SC,45049,Hampton County,559.90,21090
SC,45051,Horry County,1133.90,269291
SC,45053,Jasper County,655.32,24777
SC,45055,Kershaw County,726.56,61697
SC,45057,Lancaster County,549.16,76652
SC,45059,Laurens County,713.80,66537
SC,45061,Lee County,410.18,19220
SC,45063,Lexington County,698.91,262391
SC,45065,McCormick County,359.13,10233
SC,45067,Marion County,489.23,33062
SC,45069,Marlboro County,479.67,28933
SC,45071,Newberry County,630.04,37508
SC,45073,Oconee County,626.33,74273
SC,45075,Orangeburg County,1106.10,92501
SC,45077,Pickens County,496.41,119224
SC,45079,Richland County,757.07,384504
SC,45081,Saluda County,452.78,19875
SC,45083,Spartanburg County,807.93,284307
SC,45085,Sumter County,665.07,107456
SC,45087,Union County,514.17,28961
SC,45089,Williamsburg County,934.16,34423
SC,45091,York County,680.59,226073
SD,46003,Aurora County,708.42,2710
SD,46005,Beadle County,1258.71,17398
SD,46007,Bennett County,1184.71,3431
SD,46009,Bon Homme County,563.70,7070
SD,46011,Brookings County,792.21,31965
SD,46013,Brown County,1712.98,36531
SD,46015,Brule County,817.24,5255
SD,46017,Buffalo County,471.38,1912
SD,46019,Butte County,2249.90,10110
SD,46021,Campbell County,733.68,1466
SD,46023,Charles Mix County,1097.49,9129
SD,46025,Clark County,957.60,3691
SD,46027,Clay County,412.19,13864
SD,46029,Codington County,688.50,27227
SD,46031,Corson County,2469.69,4050
SD,46033,Custer County,1557.00,8216
SD,46035,Davison County,435.56,19504
SD,46037,Day County,1027.87,5710
SD,46039,Deuel County,622.69,4364
SD,46041,Dewey County,2302.49,5301
SD,46043,Douglas County,431.80,3002
SD,46045,Edmunds County,1125.96,4071
SD,46047,Fall River County,1739.92,7094
SD,46049,Faulk County,981.75,2364
SD,46051,Grant County,681.46,7356
SD,46053,Gregory County,1014.96,4271
SD,46055,Haakon County,1810.53,1937
SD,46057,Hamlin County,507.23,5903
SD,46059,Hand County,1436.61,3431
SD,46061,Hanson County,434.51,3331
SD,46063,Harding County,2671.37,1255
SD,46065,Hughes County,741.56,17022
SD,46067,Hutchinson County,812.90,7343
SD,46069,Hyde County,860.52,1420
SD,46071,Jackson County,1863.91,3031
SD,46073,Jerauld County,526.23,2071
SD,46075,Jones County,969.68,1006
SD,46077,Kingsbury County,832.24,5148
SD,46079,Lake County,563.28,11200
SD,46081,Lawrence County,800.04,24097
SD,46083,Lincoln County,577.28,44828
SD,46085,Lyman County,1641.94,3755
SD,46087,McCook County,574.20,5618
SD,46089,McPherson County,1136.64,2459
SD,46091,Marshall County,838.07,4656
SD,46093,Meade County,3470.98,25434
SD,46095,Mellette County,1307.31,2048
SD,46097,Miner County,570.31,2389
SD,46099,Minnehaha County,807.15,169468
SD,46101,Moody County,519.39,6486
SD,46103,Pennington County,2776.55,100948
SD,46105,Perkins County,2870.48,2982
SD,46107,Potter County,861.14,2329
SD,46109,Roberts County,1101.04,10149
SD,46111,Sanborn County,569.32,2355
SD,46113,Shannon County,2093.90,13586
SD,46115,Spink County,1503.93,6415
SD,46117,Stanley County,1444.43,2966
SD,46119,Sully County,1006.82,1373
SD,46121,Todd County,1388.56,9612
SD,46123,Tripp County,1612.45,5644
SD,46125,Turner County,617.06,8347
SD,46127,Union County,460.54,14399
SD,46129,Walworth County,708.63,5438
SD,46135,Yankton County,521.16,22438
SD,46137,Ziebach County,1961.27,2801
TN,47001,Anderson County,337.16,75129
TN,47003,Bedford County,473.64,45058
TN,47005,Benton County,394.14,16489
TN,47007,Bledsoe County,406.42,12876
TN,47009,Blount County,558.71,123010
TN,47011,Bradley County,328.76,98963
TN,47013,Campbell County,480.19,40716
TN,47015,Cannon County,265.64,13801
TN,47017,Carroll County,599.25,28522
TN,47019,Carter County,341.20,57424
TN,47021,Cheatham County,302.44,39105
TN,47023,Chester County,285.74,17131
TN,47025,Claiborne County,434.58,32213
TN,47027,Clay County,236.54,7861
TN,47029,Cocke County,434.57,35662
TN,47031,Coffee County,428.96,52796
TN,47033,Crockett County,265.53,14586
TN,47035,Cumberland County,681.03,56053
TN,47037,Davidson County,504.03,626681
TN,47039,Decatur County,333.84,11757
TN,47041,DeKalb County,304.35,18723
TN,47043,Dickson County,489.90,49666
TN,47045,Dyer County,512.33,38335
TN,47047,Fayette County,704.79,38413
TN,47049,Fentress County,498.61,17959
TN,47051,Franklin County,554.54,41052
TN,47053,Gibson County,602.74,49683
TN,47055,Giles County,610.93,29485
TN,47057,Grainger County,280.60,22657
TN,47059,Greene County,622.16,68831
TN,47061,Grundy County,360.53,13703
TN,47063,Hamblen County,161.18,62544
TN,47065,Hamilton County,542.43,336463
TN,47067,Hancock County,222.34,6819
TN,47069,Hardeman County,667.77,27253
TN,47071,Hardin County,577.32,26026
TN,47073,Hawkins County,486.98,56833
TN,47075,Haywood County,533.11,18787
TN,47077,Henderson County,520.07,27769
TN,47079,Henry County,562.10,32330
TN,47081,Hickman County,612.50,24690
TN,47083,Houston County,200.29,8426
TN,47085,Humphreys County,530.98,18538
TN,47087,Jackson County,308.32,11638
TN,47089,Jefferson County,274.08,51407
TN,47091,Johnson County,298.47,18244
TN,47093,Knox County,508.22,432226
TN,47095,Lake County,165.78,7832
TN,47097,Lauderdale County,471.99,27815
TN,47099,Lawrence County,617.13,41869
TN,47101,Lewis County,282.09,12161
TN,47103,Lincoln County,570.34,33361
TN,47105,Loudon County,229.22,48556
TN,47107,McMinn County,430.12,52266
TN,47109,McNairy County,562.86,26075
TN,47111,Macon County,307.14,22248
TN,47113,Madison County,557.12,98294
TN,47115,Marion County,498.16,28237
TN,47117,Marshall County,375.46,30617
TN,47119,Maury County,613.14,80956
TN,47121,Meigs County,195.12,11753
TN,47123,Monroe County,635.56,44519
TN,47125,Montgomery County,539.18,172331
TN,47127,Moore County,129.22,6362
TN,47129,Morgan County,522.18,21987
TN,47131,Obion County,544.73,31807
TN,47133,Overton County,433.48,22083
TN,47135,Perry County,414.73,7915
TN,47137,Pickett County,162.98,5077
TN,47139,Polk County,434.68,16825
TN,47141,Putnam County,401.10,72321
TN,47143,Rhea County,315.38,31809
TN,47145,Roane County,360.71,54181
TN,47147,Robertson County,476.29,66283
TN,47149,Rutherford County,619.36,262604
TN,47151,Scott County,532.30,22228
TN,47153,Sequatchie County,265.86,14112
TN,47155,Sevier County,592.50,89889
TN,47157,Shelby County,763.17,927644
TN,47159,Smith County,314.29,19166
TN,47161,Stewart County,459.33,13324
TN,47163,Sullivan County,413.36,156823
TN,47165,Sumner County,529.45,160645
TN,47167,Tipton County,458.37,61081
TN,47169,Trousdale County,114.19,7870
TN,47171,Unicoi County,186.17,18313
TN,47173,Union County,223.55,19109
TN,47175,Van Buren County,273.42,5548
TN,47177,Warren County,432.68,39839
TN,47179,Washington County,326.46,122979
TN,47181,Wayne County,734.10,17021
TN,47183,Weakley County,580.36,35021
TN,47185,White County,376.67,25841
TN,47187,Williamson County,582.60,183182
TN,47189,Wilson County,570.83,113993
TX,48001,Anderson County,1062.60,58458
TX,48003,Andrews County,1500.71,14786
TX,48005,Angelina County,797.78,86771
TX,48007,Aransas County,252.07,23158
TX,48009,Archer County,903.11,9054
TX,48011,Armstrong County,909.11,1901
TX,48013,Atascosa County,1219.54,44911
TX,48015,Austin County,646.51,28417
TX,48017,Bailey County,826.80,7165
TX,48019,Bandera County,790.96,20485
TX,48021,Bastrop County,888.15,74171
TX,48023,Baylor County,867.48,3726
TX,48025,Bee County,880.24,31861
TX,48027,Bell County,1051.02,310235
TX,48029,Bexar County,1239.82,1714773
TX,48031,Blanco County,709.25,10497
TX,48033,Borden County,897.44,641
TX,48035,Bosque County,982.98,18212
TX,48037,Bowie County,885.01,92565
TX,48039,Brazoria County,1357.70,313166
TX,48041,Brazos County,585.45,194851
TX,48043,Brewster County,6183.73,9232
TX,48045,Briscoe County,900.00,1637
TX,48047,Brooks County,943.36,7223
TX,48049,Brown County,944.43,38106
TX,48051,Burleson County,659.03,17187
TX,48053,Burnet County,994.26,42750
TX,48055,Caldwell County,545.26,38066
TX,48057,Calhoun County,506.84,21381
TX,48059,Callahan County,899.37,13544
TX,48061,Cameron County,890.92,406220
TX,48063,Camp County,195.83,12401
TX,48065,Carson County,920.22,6182
TX,48067,Cass County,936.96,30464
TX,48069,Castro County,894.43,8062
TX,48071,Chambers County,597.14,35096
TX,48073,Cherokee County,1052.91,50845
TX,48075,Childress County,696.40,7041
TX,48077,Clay County,1088.72,10752
TX,48079,Cochran County,775.15,3127
TX,48081,Coke County,911.47,3320
TX,48083,Coleman County,1261.95,8895
TX,48085,Collin County,841.22,782341
TX,48087,Collingsworth County,918.44,3057
TX,48089,Colorado County,960.27,20874
TX,48091,Comal County,559.48,108472
TX,48093,Comanche County,937.75,13974
TX,48095,Concho County,983.80,4087
TX,48097,Cooke County,874.76,38437
TX,48099,Coryell County,1052.07,75388
TX,48101,Cottle County,900.56,1505
TX,48103,Crane County,785.07,4375
TX,48105,Crockett County,2807.33,3719
TX,48107,Crosby County,900.20,6059
TX,48109,Culberson County,3812.80,2398
TX,48111,Dallam County,1503.26,6703
TX,48113,Dallas County,871.28,2368139
TX,48115,Dawson County,900.31,13833
TX,48117,Deaf Smith County,1496.87,19372
TX,48119,Delta County,256.83,5231
TX,48121,Denton County,878.43,662614
TX,48123,DeWitt County,908.98,20097
TX,48125,Dickens County,901.72,2444
TX,48127,Dimmit County,1328.88,9996
TX,48129,Donley County,926.89,3677
TX,48131,Duval County,1793.48,11782
TX,48133,Eastland County,926.49,18583
TX,48135,Ector County,897.69,137130
TX,48137,Edwards County,2117.86,2002
TX,48139,Ellis County,935.49,149610
TX,48141,El Paso County,1012.69,800647
TX,48143,Erath County,1083.07,37890
TX,48145,Falls County,765.48,17866
TX,48147,Fannin County,890.84,33915
TX,48149,Fayette County,950.01,24554
TX,48151,Fisher County,898.94,3974
TX,48153,Floyd County,992.14,6446
TX,48155,Foard County,704.40,1336
TX,48157,Fort Bend County,861.48,585375
TX,48159,Franklin County,284.39,10605
TX,48161,Freestone County,877.74,19816
TX,48163,Frio County,1133.50,17217
TX,48165,Gaines County,1502.38,17526
TX,48167,Galveston County,378.36,291309
TX,48169,Garza County,893.41,6461
TX,48171,Gillespie County,1058.21,24837
TX,48173,Glasscock County,900.22,1226
TX,48175,Goliad County,852.01,7210
TX,48177,Gonzales County,1066.69,19807
TX,48179,Gray County,925.97,22535
TX,48181,Grayson County,932.80,120877
TX,48183,Gregg County,273.30,121730
TX,48185,Grimes County,787.46,26604
TX,48187,Guadalupe County,711.30,131533
TX,48189,Hale County,1004.68,36273
TX,48191,Hall County,883.49,3353
TX,48193,Hamilton County,835.91,8517
TX,48195,Hansford County,919.81,5613
TX,48197,Hardeman County,695.11,4139
TX,48199,Hardin County,890.57,54635
TX,48201,Harris County,1703.48,4092459
TX,48203,Harrison County,899.95,65631
TX,48205,Hartley County,1462.03,6062
TX,48207,Haskell County,903.13,5899
TX,48209,Hays County,677.98,157107
TX,48211,Hemphill County,906.29,3807
TX,48213,Henderson County,873.75,78532
TX,48215,Hidalgo County,1570.87,774769
TX,48217,Hill County,958.86,35089
TX,48219,Hockley County,908.39,22935
TX,48221,Hood County,420.64,51182
TX,48223,Hopkins County,767.17,35161
TX,48225,Houston County,1230.91,23732
TX,48227,Howard County,900.79,35012
TX,48229,Hudspeth County,4570.98,3476
TX,48231,Hunt County,840.32,86129
TX,48233,Hutchinson County,887.42,22150
TX,48235,Irion County,1051.56,1599
TX,48237,Jack County,910.66,9044
TX,48239,Jackson County,829.43,14075
TX,48241,Jasper County,938.85,35710
TX,48243,Jeff Davis County,2264.56,2342
TX,48245,Jefferson County,876.30,252273
TX,48247,Jim Hogg County,1136.14,5300
TX,48249,Jim Wells County,864.97,40838
TX,48251,Johnson County,724.69,150934
TX,48253,Jones County,928.55,20202
TX,48255,Karnes County,747.56,14824
TX,48257,Kaufman County,780.70,103350
TX,48259,Kendall County,662.45,33410
TX,48261,Kenedy County,1458.33,416
TX,48263,Kent County,902.51,808
TX,48265,Kerr County,1103.32,49625
TX,48267,Kimble County,1250.99,4607
TX,48269,King County,910.87,286
TX,48271,Kinney County,1360.05,3598
TX,48273,Kleberg County,881.31,32061
TX,48275,Knox County,850.62,3719
TX,48277,Lamar County,907.19,49793
TX,48279,Lamb County,1016.18,13977
TX,48281,Lampasas County,712.84,19677
TX,48283,La Salle County,1486.69,6886
TX,48285,Lavaca County,969.71,19263
TX,48287,Lee County,629.02,16612
TX,48289,Leon County,1073.15,16801
TX,48291,Liberty County,1158.42,75643
TX,48293,Limestone County,905.29,23384
TX,48295,Lipscomb County,932.18,3302
TX,48297,Live Oak County,1039.70,11531
TX,48299,Llano County,934.03,19301
TX,48301,Loving County,668.93,82
TX,48303,Lubbock County,895.60,278831
TX,48305,Lynn County,891.87,5915
TX,48307,McCulloch County,1065.60,8283
TX,48309,McLennan County,1037.10,234906
TX,48311,McMullen County,1139.43,707
TX,48313,Madison County,466.07,13664
TX,48315,Marion County,380.88,10546
TX,48317,Martin County,914.94,4799
TX,48319,Mason County,928.80,4012
TX,48321,Matagorda County,1100.28,36702
TX,48323,Maverick County,1279.26,54258
TX,48325,Medina County,1325.36,46006
TX,48327,Menard County,902.03,2242
TX,48329,Midland County,900.30,136872
TX,48331,Milam County,1016.93,24757
TX,48333,Mills County,748.26,4936
TX,48335,Mitchell County,911.09,9403
TX,48337,Montague County,930.91,19719
TX,48339,Montgomery County,1041.73,455746
TX,48341,Moore County,899.69,21904
TX,48343,Morris County,251.98,12934
TX,48345,Motley County,989.56,1210
TX,48347,Nacogdoches County,946.54,64524
TX,48349,Navarro County,1009.63,47735
TX,48351,Newton County,933.68,14445
TX,48353,Nolan County,912.00,15216
TX,48355,Nueces County,838.48,340223
TX,48357,Ochiltree County,917.63,10223
TX,48359,Oldham County,1500.53,2052
TX,48361,Orange County,333.67,81837
TX,48363,Palo Pinto County,951.79,28111
TX,48365,Panola County,801.75,23796
TX,48367,Parker County,903.48,116927
TX,48369,Parmer County,880.78,10269
TX,48371,Pecos County,4763.85,15507
TX,48373,Polk County,1057.09,45413
TX,48375,Potter County,908.37,121073
TX,48377,Presidio County,3855.24,7818
TX,48379,Rains County,229.45,10914
TX,48381,Randall County,911.54,120725
TX,48383,Reagan County,1175.30,3367
TX,48385,Real County,699.19,3309
TX,48387,Red River County,1036.58,12860
TX,48389,Reeves County,2635.37,13783
TX,48391,Refugio County,770.44,7383
TX,48393,Roberts County,924.06,929
TX,48395,Robertson County,855.68,16622
TX,48397,Rockwall County,127.04,78337
TX,48399,Runnels County,1050.94,10501
TX,48401,Rusk County,924.03,53330
TX,48403,Sabine County,491.39,10834
TX,48405,San Augustine County,530.66,8865
TX,48407,San Jacinto County,569.24,26384
TX,48409,San Patricio County,693.45,64804
TX,48411,San Saba County,1135.30,6131
TX,48413,Schleicher County,1310.63,3461
TX,48415,Scurry County,905.44,16921
TX,48417,Shackelford County,914.29,3378
TX,48419,Shelby County,795.58,25448
TX,48421,Sherman County,923.04,3034
TX,48423,Smith County,921.45,209714
TX,48425,Somervell County,186.46,8490
TX,48427,Starr County,1223.18,60968
TX,48429,Stephens County,896.72,9630
TX,48431,Sterling County,923.45,1143
TX,48433,Stonewall County,916.31,1490
TX,48435,Sutton County,1453.93,4128
TX,48437,Swisher County,890.16,7854
TX,48439,Tarrant County,863.61,1809034
TX,48441,Taylor County,915.55,131506
TX,48443,Terrell County,2358.03,984
TX,48445,Terry County,888.84,12651
TX,48447,Throckmorton County,912.55,1641
TX,48449,Titus County,406.05,32334
TX,48451,Tom Green County,1521.97,110224
TX,48453,Travis County,990.20,1024266
TX,48455,Trinity County,693.61,14585
TX,48457,Tyler County,924.50,21766
TX,48459,Upshur County,582.95,39309
TX,48461,Upton County,1241.32,3355
TX,48463,Uvalde County,1551.95,26405
TX,48465,Val Verde County,3144.75,48879
TX,48467,Van Zandt County,842.56,52579
TX,48469,Victoria County,882.14,86793
TX,48471,Walker County,784.17,67861
TX,48473,Waller County,513.43,43205
TX,48475,Ward County,835.60,10658
TX,48477,Washington County,603.95,33718
TX,48479,Webb County,3361.48,250304
TX,48481,Wharton County,1086.15,41280
TX,48483,Wheeler County,914.52,5410
TX,48485,Wichita County,627.78,131500
TX,48487,Wilbarger County,970.84,13535
TX,48489,Willacy County,590.55,22134
TX,48491,Williamson County,1118.30,422679
TX,48493,Wilson County,803.73,42918
TX,48495,Winkler County,841.11,7110
TX,48497,Wise County,904.42,59127
TX,48499,Wood County,645.23,41964
TX,48501,Yoakum County,799.71,7879
TX,48503,Young County,914.47,18550
TX,48505,Zapata County,998.41,14018
TX,48507,Zavala County,1297.41,11677
UT,49001,Beaver County,2589.88,6629
UT,49003,Box Elder County,5745.55,49975
UT,49005,Cache County,1164.81,112656
UT,49007,Carbon County,1478.49,21403
UT,49009,Daggett County,696.98,1059
UT,49011,Davis County,298.78,306479
UT,49013,Duchesne County,3240.94,18607
UT,49015,Emery County,4462.31,10976
UT,49017,Garfield County,5175.12,5172
UT,49019,Grand County,3671.54,9225
UT,49021,Iron County,3296.68,46163
UT,49023,Juab County,3392.28,10246
UT,49025,Kane County,3990.23,7125
UT,49027,Millard County,6572.42,12503
UT,49029,Morgan County,609.20,9469
UT,49031,Piute County,757.79,1556
UT,49033,Rich County,1028.77,2264
UT,49035,Salt Lake County,742.28,1029655
UT,49037,San Juan County,7819.99,14746
UT,49039,Sanpete County,1590.15,27822
UT,49041,Sevier County,1910.58,20802
UT,49043,Summit County,1871.71,36324
UT,49045,Tooele County,6941.35,58218
UT,49047,Uintah County,4479.69,32588
UT,49049,Utah County,2003.45,516564
UT,49051,Wasatch County,1175.50,23530
UT,49053,Washington County,2426.36,138115
UT,49055,Wayne County,2460.68,2778
UT,49057,Weber County,576.08,231236
VT,50001,Addison County,766.33,36821
VT,50003,Bennington County,674.98,37125
VT,50005,Caledonia County,648.86,31227
VT,50007,Chittenden County,536.58,156545
VT,50009,Essex County,663.60,6306
VT,50011,Franklin County,633.71,47746
VT,50013,Grand Isle County,81.81,6970
VT,50015,Lamoille County,458.80,24475
VT,50017,Orange County,687.03,28936
VT,50019,Orleans County,693.27,27231
VT,50021,Rutland County,929.82,61642
VT,50023,Washington County,687.23,59534
VT,50025,Windham County,785.31,44513
VT,50027,Windsor County,969.34,56670
VA,51001,Accomack County,449.50,33164
VA,51003,Albemarle County,720.70,98970
VA,51005,Alleghany County,445.46,16250
VA,51007,Amelia County,355.27,12690
VA,51009,Amherst County,473.93,32353
VA,51011,Appomattox County,333.49,14973
VA,51013,Arlington County,25.97,207627
VA,51015,Augusta County,967.00,73750
VA,51017,Bath County,529.16,4731
VA,51019,Bedford County,753.02,68676
VA,51021,Bland County,357.72,6824
VA,51023,Botetourt County,541.20,33148
VA,51025,Brunswick County,566.17,17434
VA,51027,Buchanan County,502.76,24098
VA,51029,Buckingham County,579.66,17146
VA,51031,Campbell County,503.87,54842
VA,51033,Caroline County,527.51,28545
VA,51035,Carroll County,474.69,30042
VA,51036,Charles City County,182.82,7256
VA,51037,Charlotte County,475.27,12586
VA,51041,Chesterfield County,423.30,316236
VA,51043,Clarke County,176.18,14034
VA,51045,Craig County,329.53,5190
VA,51047,Culpeper County,379.23,46689
VA,51049,Cumberland County,297.46,10052
VA,51051,Dickenson County,330.53,15903
VA,51053,Dinwiddie County,503.72,28001
VA,51057,Essex County,257.12,11151
VA,51059,Fairfax County,390.97,1081726
VA,51061,Fauquier County,647.45,65203
VA,51063,Floyd County,380.42,15279
VA,51065,Fluvanna County,286.01,25691
VA,51067,Franklin County,690.43,56159
VA,51069,Frederick County,413.50,78305
VA,51071,Giles County,355.78,17286
VA,51073,Gloucester County,217.81,36858
VA,51075,Goochland County,281.42,21717
VA,51077,Grayson County,442.17,15533
VA,51079,Greene County,156.25,18403
VA,51081,Greensville County,295.23,12243
VA,51083,Halifax County,817.84,36241
VA,51085,Hanover County,468.54,99863
VA,51087,Henrico County,233.70,306935
VA,51089,Henry County,382.33,54151
VA,51091,Highland County,415.16,2321
VA,51093,Isle of Wight County,315.61,35270
VA,51095,James City County,142.44,67009
VA,51097,King and Queen County,315.14,6945
VA,51099,King George County,179.64,23584
VA,51101,King William County,273.94,15935
VA,51103,Lancaster County,133.25,11391
VA,51105,Lee County,435.52,25587
VA,51107,Loudoun County,515.56,312311
VA,51109,Louisa County,496.30,33153
VA,51111,Lunenburg County,431.68,12914
VA,51113,Madison County,320.68,13308
VA,51115,Mathews County,85.93,8978
VA,51117,Mecklenburg County,625.49,32727
