Apolice;Inicio de vigência;Fim de vigência;Qtd_Sinistros;sin_liq_casco
675649;25/04/2021;25/04/2022;1;1000
675721;25/01/2021;25/01/2022;1;4286.15
675755;18/01/2021;18/01/2022;1;5468.45
675864;28/01/2021;28/01/2022;1;14276.51
675866;25/09/2021;25/09/2022;1;9062.06
675895;14/08/2021;14/08/2022;1;8430.91
675922;17/11/2021;17/11/2022;1;1371.29
675988;02/12/2021;02/12/2022;1;7205.22
675989;25/11/2021;25/11/2022;1;3079.53
676048;31/05/2021;31/05/2022;1;2620.16
676063;04/09/2021;04/09/2022;1;4328.01
676095;13/03/2021;13/03/2022;1;8412.36
676184;10/10/2021;10/10/2022;1;10961.81
676206;23/12/2021;23/12/2022;1;12055.49
676250;16/07/2021;16/07/2022;1;1338.1
676311;03/12/2021;03/12/2022;1;1359.37
676352;25/10/2021;25/10/2022;1;1000
676365;30/03/2021;30/03/2022;1;1116.81
676397;23/08/2021;23/08/2022;1;23481.01
676445;13/03/2021;13/03/2022;1;8412.36
676537;10/10/2021;10/10/2022;1;10961.81
676568;06/06/2021;06/06/2022;1;14761.1
676605;24/09/2021;24/09/2022;1;1338.1
676630;22/04/2021;22/04/2022;1;18359.91
676661;03/12/2021;03/12/2022;1;1359.37
676687;02/02/2021;02/02/2022;1;14436.84
676705;25/10/2021;25/10/2022;1;1000
676718;04/02/2021;04/02/2022;1;1116.81
676750;23/02/2021;23/02/2022;1;23481.01
676812;18/04/2021;18/04/2022;1;1753.78
676941;05/09/2021;05/09/2022;1;3736.84
676943;06/12/2021;06/12/2022;1;97330.95
676967;08/12/2021;08/12/2022;1;14812.45
676991;30/11/2021;30/11/2022;1;16626.98
677002;05/06/2021;05/06/2022;1;5909.5
677004;07/04/2021;07/04/2022;1;2827.21
677008;06/03/2021;06/03/2022;1;4741.13
677010;04/02/2021;04/02/2022;1;3924.64
677022;18/03/2021;18/03/2022;1;6206.98
677058;26/06/2021;26/06/2022;1;121030.8
677181;18/04/2021;18/04/2022;1;1753.78
677257;15/01/2021;15/01/2022;1;2979.12
677302;05/09/2021;05/09/2022;1;3736.84
677304;06/12/2021;06/12/2022;1;97330.95
677353;30/11/2021;30/11/2022;1;16626.98
677366;24/06/2021;24/06/2022;1;3716.38
677375;06/03/2021;06/03/2022;1;4741.13
677384;18/03/2021;18/03/2022;1;6206.98
677423;26/06/2021;26/06/2022;1;121030.8
677504;28/01/2021;28/01/2022;1;1000
677509;07/06/2021;07/06/2022;1;1000
677519;31/03/2021;31/03/2022;1;1000
677529;07/11/2021;07/11/2022;1;7809.71
677533;10/12/2021;10/12/2022;1;2805.8
677588;10/12/2021;10/12/2022;1;6014.35
677589;15/04/2021;15/04/2022;1;5627.44
677693;08/04/2021;08/04/2022;1;118017
677706;15/07/2021;15/07/2022;1;1000
677739;09/12/2021;09/12/2022;1;19151.09
677783;17/10/2021;17/10/2022;1;1000
677815;04/04/2021;04/04/2022;1;1000
677819;02/06/2021;02/06/2022;1;1000
677828;28/01/2021;28/01/2022;1;1000
677833;07/06/2021;07/06/2022;1;1000
677844;31/03/2021;31/03/2022;1;1000
677861;10/12/2021;10/12/2022;1;2805.8
677913;10/12/2021;10/12/2022;1;6014.35
677914;15/04/2021;15/04/2022;1;5627.44
678016;08/04/2021;08/04/2022;1;118017
678032;15/07/2021;15/07/2022;1;1000
678152;04/04/2021;04/04/2022;1;1000
678167;09/05/2021;09/05/2022;1;11540.54
678180;23/11/2021;23/11/2022;1;1000
678202;23/11/2021;23/11/2022;1;1000
678204;14/08/2021;14/08/2022;1;1000
678209;24/11/2021;24/11/2022;1;11890.53
678220;07/05/2021;07/05/2022;1;1000
678226;06/10/2021;06/10/2022;1;1000
678296;02/09/2021;02/09/2022;1;1808.17
678361;06/11/2021;06/11/2022;1;1804.94
678370;21/12/2021;21/12/2022;1;2072.62
678377;14/11/2021;14/11/2022;1;2084.86
678415;19/12/2021;19/12/2022;1;3290.61
678424;28/03/2021;28/03/2022;1;2225.4
678486;09/05/2021;09/05/2022;1;11540.54
678492;21/01/2021;21/01/2022;1;4038.65
678501;23/11/2021;23/11/2022;1;1000
678520;23/11/2021;23/11/2022;1;1000
678526;24/11/2021;24/11/2022;1;11890.53
678538;07/05/2021;07/05/2022;1;1000
678546;06/10/2021;06/10/2022;1;1000
678553;03/08/2021;03/08/2022;1;17048.53
678626;02/09/2021;02/09/2022;1;1808.17
678695;06/11/2021;06/11/2022;1;1804.94
678705;21/12/2021;21/12/2022;1;2072.62
678708;14/11/2021;14/11/2022;1;2084.86
678748;19/12/2021;19/12/2022;1;3290.61
678809;28/10/2021;28/10/2022;1;1000
678848;01/09/2021;01/09/2022;1;7341.65
678859;19/07/2021;19/07/2022;1;6802.41
678864;03/03/2021;03/03/2022;1;3627.94
678893;18/12/2021;18/12/2022;1;11560.79
678894;01/08/2021;01/08/2022;1;8348.49
678935;16/12/2021;16/12/2022;1;1276.99
678936;11/08/2021;11/08/2022;1;14340.31
679000;24/04/2021;24/04/2022;1;1000
679017;09/01/2021;09/01/2022;1;1000
679051;18/10/2021;18/10/2022;1;29025.42
679064;03/02/2021;03/02/2022;1;3592.3
679083;13/07/2021;13/07/2022;1;1000
679107;28/10/2021;28/10/2022;1;1000
679156;19/07/2021;19/07/2022;1;6802.41
679159;15/07/2021;15/07/2022;1;1000
679162;03/03/2021;03/03/2022;1;3627.94
679188;18/12/2021;18/12/2022;1;11560.79
679190;01/08/2021;01/08/2022;1;8348.49
679228;16/12/2021;16/12/2022;1;1276.99
679229;11/08/2021;11/08/2022;1;14340.31
679249;13/01/2021;13/01/2022;1;1312.97
679290;24/04/2021;24/04/2022;1;1000
679305;09/01/2021;09/01/2022;1;1000
679355;03/02/2021;03/02/2022;1;3592.3
679376;13/07/2021;13/07/2022;1;1000
679404;20/05/2021;20/05/2022;1;1000
679416;29/12/2021;29/12/2022;1;1000
679417;29/12/2021;29/12/2022;1;1000
679490;24/08/2021;24/08/2022;1;9690.19
679519;17/02/2021;17/02/2022;1;15871.09
679535;23/10/2021;23/10/2022;1;1449.64
679561;12/12/2021;12/12/2022;1;2426.33
679631;17/04/2021;17/04/2022;1;9198.01
679639;16/12/2021;16/12/2022;1;8043.38
679692;09/11/2021;09/11/2022;1;27435.57
679725;29/12/2021;29/12/2022;1;1000
679726;29/12/2021;29/12/2022;1;1000
679776;23/10/2021;23/10/2022;1;1000
679794;24/08/2021;24/08/2022;1;9690.19
679818;17/02/2021;17/02/2022;1;15871.09
679830;10/10/2021;10/10/2022;1;3740.02
679837;23/10/2021;23/10/2022;1;1449.64
679866;12/12/2021;12/12/2022;1;2426.33
679937;17/04/2021;17/04/2022;1;9198.01
679943;16/12/2021;16/12/2022;1;8043.38
679999;09/11/2021;09/11/2022;1;27435.57
680031;31/07/2021;31/07/2022;1;1000
680123;11/11/2021;11/11/2022;1;1149.38
680130;24/09/2021;24/09/2022;1;8523.64
680163;29/07/2021;29/07/2022;1;3248.8
680175;26/12/2021;26/12/2022;1;29564
680206;07/05/2021;07/05/2022;1;12416.97
680249;15/03/2021;15/03/2022;1;2609.19
680347;20/10/2021;20/10/2022;1;1000
680360;04/09/2021;04/09/2022;1;1000
680367;31/07/2021;31/07/2022;1;1000
680390;22/12/2021;22/12/2022;1;2680.02
680452;11/11/2021;11/11/2022;1;1149.38
680461;24/09/2021;24/09/2022;1;8523.64
680494;29/07/2021;29/07/2022;1;3248.8
680506;26/12/2021;26/12/2022;1;29564
680539;07/05/2021;07/05/2022;1;12416.97
680586;15/03/2021;15/03/2022;1;2609.19
680629;12/03/2021;12/03/2022;1;4451.6
680791;07/04/2021;07/04/2022;1;1597.18
680808;12/07/2021;12/07/2022;1;1000
680822;05/05/2021;05/05/2022;1;6671.12
680851;29/09/2021;29/09/2022;1;3938.46
680869;11/11/2021;11/11/2022;1;1000
680903;24/02/2021;24/02/2022;1;8036
680921;05/12/2021;05/12/2022;1;3260.72
680939;14/09/2021;14/09/2022;1;90702.96
680956;01/11/2021;01/11/2022;1;4058.93
680974;13/07/2021;13/07/2022;1;765193.05
680983;17/03/2021;17/03/2022;1;12649
681064;13/02/2021;13/02/2022;1;2287.54
681097;02/06/2021;02/06/2022;1;4778.88
681129;07/04/2021;07/04/2022;1;1597.18
681162;05/05/2021;05/05/2022;1;6671.12
681187;29/09/2021;29/09/2022;1;3938.46
681204;11/11/2021;11/11/2022;1;1000
681242;24/02/2021;24/02/2022;1;8036
681280;14/09/2021;14/09/2022;1;90702.96
681297;01/11/2021;01/11/2022;1;4058.93
681314;13/07/2021;13/07/2022;1;765193.05
681325;17/03/2021;17/03/2022;1;12649
681391;23/10/2021;23/10/2022;1;2983.11
681427;20/01/2021;20/01/2022;1;5236.32
681457;02/01/2021;02/01/2022;1;2306.99
681459;12/01/2021;12/01/2022;1;4271.35
681490;20/12/2021;20/12/2022;1;9802
681526;25/03/2021;25/03/2022;1;4717.96
681531;08/04/2021;08/04/2022;1;15679.44
681542;07/11/2021;07/11/2022;1;4999.79
681601;04/11/2021;04/11/2022;1;5151.33
681608;05/11/2021;05/11/2022;1;2032.18
681624;03/07/2021;03/07/2022;1;1000
681657;04/09/2021;04/09/2022;1;4310.2
681710;23/10/2021;23/10/2022;1;2983.11
681748;20/01/2021;20/01/2022;1;5236.32
681773;26/10/2021;26/10/2022;1;2059.53
681783;02/01/2021;02/01/2022;1;2306.99
681813;20/12/2021;20/12/2022;1;9802
681854;25/03/2021;25/03/2022;1;4717.96
681858;15/05/2021;15/05/2022;1;6573.95
681861;08/04/2021;08/04/2022;1;15679.44
681871;07/11/2021;07/11/2022;1;4999.79
681929;04/11/2021;04/11/2022;1;5151.33
681938;22/01/2021;22/01/2022;1;14351.25
681990;04/09/2021;04/09/2022;1;4310.2
682142;04/08/2021;04/08/2022;1;5984.23
682183;20/07/2021;20/07/2022;1;1855.94
682221;29/05/2021;29/05/2022;1;5052.79
682222;29/05/2021;29/05/2022;1;2311.74
682253;04/02/2021;04/02/2022;1;8752.97
682272;12/06/2021;12/06/2022;1;3321.04
682287;09/01/2021;09/01/2022;1;15481
682289;18/11/2021;18/11/2022;1;3702.17
682323;05/01/2021;05/01/2022;1;13551.14
682333;28/05/2021;28/05/2022;1;3060.21
682340;15/12/2021;15/12/2022;1;2974.56
682495;04/08/2021;04/08/2022;1;5984.23
682506;16/11/2021;16/11/2022;1;17934.88
682540;20/03/2021;20/03/2022;1;1855.94
682579;29/05/2021;29/05/2022;1;5052.79
682580;29/05/2021;29/05/2022;1;2311.74
682612;04/02/2021;04/02/2022;1;8752.97
682633;12/06/2021;12/06/2022;1;3321.04
682638;02/01/2021;02/01/2022;1;3302.37
682649;09/01/2021;09/01/2022;1;15481
682652;18/11/2021;18/11/2022;1;3702.17
682687;07/01/2021;07/01/2022;1;13551.14
682698;28/05/2021;28/05/2022;1;3060.21
682707;10/02/2021;10/02/2022;1;2974.56
682762;31/03/2021;31/03/2022;1;2108.03
682848;20/02/2021;20/02/2022;1;1000
682855;29/03/2021;29/03/2022;1;9369.12
682862;05/11/2021;05/11/2022;1;1000
682913;31/07/2021;31/07/2022;1;3943.66
682925;07/03/2021;07/03/2022;1;5367.85
682943;06/02/2021;06/02/2022;1;2807.98
682960;07/02/2021;07/02/2022;1;2316.79
682975;29/09/2021;29/09/2022;1;1799.48
682976;01/03/2021;01/03/2022;1;8068.86
683032;03/02/2021;03/02/2022;1;1000
683129;31/03/2021;31/03/2022;1;2108.03
683209;12/02/2021;12/02/2022;1;1000
683225;05/11/2021;05/11/2022;1;1000
683267;31/07/2021;31/07/2022;1;3943.66
683283;07/05/2021;07/05/2022;1;5367.85
683301;06/02/2021;06/02/2022;1;2807.98
683336;25/04/2021;25/04/2022;1;1799.48
683337;01/03/2021;01/03/2022;1;8068.86
683358;02/05/2021;02/05/2022;1;9891.48
683383;14/12/2021;14/12/2022;1;1000
683393;03/02/2021;03/02/2022;1;1000
683429;10/05/2021;10/05/2022;1;2532.68
683512;20/12/2021;20/12/2022;1;2602.58
683656;03/03/2021;03/03/2022;1;636726.33
683657;20/10/2021;20/10/2022;1;1000
683670;10/11/2021;10/11/2022;1;117337.2
683680;25/09/2021;25/09/2022;1;1000
683713;01/03/2021;01/03/2022;1;10162.32
683746;06/09/2021;06/09/2022;1;1000
683755;19/02/2021;19/02/2022;1;1000
683817;26/08/2021;26/08/2022;1;9665.07
683821;08/01/2021;08/01/2022;1;1873.66
683841;09/04/2021;09/04/2022;1;1000
683955;15/12/2021;15/12/2022;1;3095.17
684015;03/03/2021;03/03/2022;1;636726.33
684017;20/10/2021;20/10/2022;1;1000
684042;25/09/2021;25/09/2022;1;1000
684102;06/09/2021;06/09/2022;1;1000
684112;19/02/2021;19/02/2022;1;1000
684113;19/02/2021;19/02/2022;1;1000
684146;03/12/2021;03/12/2022;1;6611.99
684176;26/08/2021;26/08/2022;1;9665.07
684179;08/01/2021;08/01/2022;1;1873.66
684199;28/05/2021;28/05/2022;1;6042.23
684240;27/03/2021;27/03/2022;1;2815.02
684282;24/10/2021;24/10/2022;1;7068
684298;07/05/2021;07/05/2022;1;4009.88
684300;14/12/2021;14/12/2022;1;2558.68
684307;26/10/2021;26/10/2022;1;7580.26
684344;11/06/2021;11/06/2022;1;5492.88
684345;01/07/2021;01/07/2022;1;1000
684365;17/06/2021;17/06/2022;1;18095.89
684389;06/04/2021;06/04/2022;1;1013.96
684420;27/07/2021;27/07/2022;1;93564
684524;28/05/2021;28/05/2022;1;6042.23
684571;27/03/2021;27/03/2022;1;2815.02
684611;24/10/2021;24/10/2022;1;7068
684629;07/05/2021;07/05/2022;1;4009.88
684630;07/05/2021;07/05/2022;1;2558.68
684676;11/06/2021;11/06/2022;1;5492.88
684678;01/07/2021;01/07/2022;1;1000
684679;20/12/2021;20/12/2022;1;2816.91
684725;06/04/2021;06/04/2022;1;1013.96
684901;25/08/2021;25/08/2022;1;1681.27
684978;17/12/2021;17/12/2022;1;1000
684989;16/11/2021;16/11/2022;1;2808.37
684997;04/03/2021;04/03/2022;1;3877.08
685073;12/11/2021;12/11/2022;1;1894.2
685079;18/01/2021;18/01/2022;1;1766.48
685093;14/12/2021;14/12/2022;1;1000
685105;26/10/2021;26/10/2022;1;2396.09
685158;16/03/2021;16/03/2022;1;16696
685169;30/12/2021;30/12/2022;1;9391.34
685262;25/08/2021;25/08/2022;1;1681.27
685338;17/12/2021;17/12/2022;1;1000
685351;16/11/2021;16/11/2022;1;2808.37
685357;04/03/2021;04/03/2022;1;3877.08
685412;25/02/2021;25/02/2022;1;1923.34
685436;18/01/2021;18/01/2022;1;1766.48
685458;09/02/2021;09/02/2022;1;1724.59
685464;26/10/2021;26/10/2022;1;2396.09
685522;16/03/2021;16/03/2022;1;16696
685536;30/12/2021;30/12/2022;1;9391.34
685538;27/01/2021;27/01/2022;1;2813.86
685708;10/09/2021;10/09/2022;1;1317.48
685733;04/01/2021;04/01/2022;1;6771.28
685735;26/08/2021;26/08/2022;1;14499.81
685781;03/07/2021;03/07/2022;1;1757.93
685786;22/03/2021;22/03/2022;1;3352.27
685791;23/03/2021;23/03/2022;1;1000
685825;14/04/2021;14/04/2022;1;2304.98
685831;16/11/2021;16/11/2022;1;1000
685854;03/02/2021;03/02/2022;1;1045.18
685880;01/09/2021;01/09/2022;1;3952.42
685901;30/04/2021;30/04/2022;1;4975.34
686060;10/09/2021;10/09/2022;1;1317.48
686085;04/01/2021;04/01/2022;1;6771.28
686132;03/07/2021;03/07/2022;1;1757.93
686135;22/03/2021;22/03/2022;1;3352.27
686140;23/03/2021;23/03/2022;1;1000
686159;03/04/2021;03/04/2022;1;1000
686162;12/03/2021;12/03/2022;1;8991.58
686182;16/11/2021;16/11/2022;1;1000
686200;05/04/2021;05/04/2022;1;1000
686207;03/02/2021;03/02/2022;1;1045.18
686232;01/09/2021;01/09/2022;1;3952.42
686422;24/10/2021;24/10/2022;1;18308
686438;18/12/2021;18/12/2022;1;4598.48
686455;18/12/2021;18/12/2022;1;1000
686476;22/12/2021;22/12/2022;1;2537.11
686518;29/04/2021;29/04/2022;1;20674.06
686523;02/03/2021;02/03/2022;1;1000
686537;26/02/2021;26/02/2022;1;11058.56
686558;30/05/2021;30/05/2022;1;16514.62
686583;04/08/2021;04/08/2022;1;13902.71
686752;24/10/2021;24/10/2022;1;18308
686765;18/12/2021;18/12/2022;1;4598.48
686779;18/12/2021;18/12/2022;1;1000
686796;22/12/2021;22/12/2022;1;2537.11
686837;31/07/2021;31/07/2022;1;1869.47
686846;29/04/2021;29/04/2022;1;20674.06
686851;02/03/2021;02/03/2022;1;1000
686911;23/02/2021;23/02/2022;1;2907.16
686921;04/08/2021;04/08/2022;1;13902.71
686944;05/12/2021;05/12/2022;1;1000
687106;17/11/2021;17/11/2022;1;15734.89
687149;09/01/2021;09/01/2022;1;7957.4
687159;19/01/2021;19/01/2022;1;1000
687218;09/01/2021;09/01/2022;1;2534.94
687240;05/12/2021;05/12/2022;1;1000
687420;17/11/2021;17/11/2022;1;15734.89
687469;09/01/2021;09/01/2022;1;7957.4
687480;19/01/2021;19/01/2022;1;1000
687601;13/12/2021;13/12/2022;1;1574.66
687633;24/01/2021;24/01/2022;1;1167.98
687690;10/08/2021;10/08/2022;1;16694.17
687701;23/01/2021;23/01/2022;1;1287.67
687717;30/05/2021;30/05/2022;1;2168.93
687734;30/07/2021;30/07/2022;1;2425.39
687753;03/01/2021;03/01/2022;1;3782.33
687758;21/06/2021;21/06/2022;1;1000
687767;10/09/2021;10/09/2022;1;4656.58
687774;11/11/2021;11/11/2022;1;1922.26
687835;27/12/2021;27/12/2022;1;4063.57
687854;26/12/2021;26/12/2022;1;7124.73
687937;24/01/2021;24/01/2022;1;1167.98
687993;10/08/2021;10/08/2022;1;16694.17
687996;20/09/2021;20/09/2022;1;1000
688057;03/01/2021;03/01/2022;1;3782.33
688060;21/06/2021;21/06/2022;1;1000
688069;10/09/2021;10/09/2022;1;4656.58
688138;19/03/2021;19/03/2022;1;5563.44
688157;26/12/2021;26/12/2022;1;7124.73
688159;06/07/2021;06/07/2022;1;1000
688186;09/06/2021;09/06/2022;1;1019.29
688240;16/02/2021;16/02/2022;1;1941.09
688271;30/11/2021;30/11/2022;1;4134.8
688275;15/01/2021;15/01/2022;1;2571.47
688279;02/12/2021;02/12/2022;1;1000
688311;02/09/2021;02/09/2022;1;11626.5
688319;03/10/2021;03/10/2022;1;2739.05
688325;15/06/2021;15/06/2022;1;11128.24
688344;12/02/2021;12/02/2022;1;1000
688398;23/08/2021;23/08/2022;1;604775.79
688422;17/03/2021;17/03/2022;1;1856.7
688451;07/05/2021;07/05/2022;1;5710.02
688458;20/12/2021;20/12/2022;1;3941.92
688558;16/02/2021;16/02/2022;1;1941.09
688584;30/11/2021;30/11/2022;1;4134.8
688587;08/02/2021;08/02/2022;1;2571.47
688593;02/12/2021;02/12/2022;1;1000
688631;02/09/2021;02/09/2022;1;11626.5
688640;03/10/2021;03/10/2022;1;2739.05
688645;15/06/2021;15/06/2022;1;11128.24
688670;12/02/2021;12/02/2022;1;1000
688752;17/03/2021;17/03/2022;1;1856.7
688780;07/05/2021;07/05/2022;1;5710.02
688788;20/12/2021;20/12/2022;1;3941.92
688837;17/03/2021;17/03/2022;1;1000
688839;10/05/2021;10/05/2022;1;1000
688851;02/04/2021;02/04/2022;1;3210.9
688856;22/12/2021;22/12/2022;1;1000
688876;10/12/2021;10/12/2022;1;4595.7
688877;16/12/2021;16/12/2022;1;2115.34
688893;30/11/2021;30/11/2022;1;1000
688899;23/12/2021;23/12/2022;1;3726.23
688944;17/02/2021;17/02/2022;1;3653
688951;05/10/2021;05/10/2022;1;1140.11
688963;10/02/2021;10/02/2022;1;3859.34
688978;13/01/2021;13/01/2022;1;4783.25
688995;09/01/2021;09/01/2022;1;13201.95
689007;02/02/2021;02/02/2022;1;1000
689023;16/10/2021;16/10/2022;1;1935
689060;08/02/2021;08/02/2022;1;2566.95
689083;27/02/2021;27/02/2022;1;1000
689093;04/02/2021;04/02/2022;1;27682.6
689106;03/05/2021;03/05/2022;1;2948.56
689107;12/12/2021;12/12/2022;1;3700.93
689109;17/03/2021;17/03/2022;1;4672.85
689123;23/09/2021;23/09/2022;1;1000
689125;10/05/2021;10/05/2022;1;1000
689161;16/12/2021;16/12/2022;1;2115.34
689174;30/11/2021;30/11/2022;1;1000
689182;23/12/2021;23/12/2022;1;3726.23
689189;12/02/2021;12/02/2022;1;7034.71
689240;10/02/2021;10/02/2022;1;3859.34
689256;13/01/2021;13/01/2022;1;4783.25
689273;09/01/2021;09/01/2022;1;13201.95
689286;25/07/2021;25/07/2022;1;1000
689303;03/04/2021;03/04/2022;1;8819.09
689351;08/02/2021;08/02/2022;1;2566.95
689374;27/02/2021;27/02/2022;1;1000
689385;04/02/2021;04/02/2022;1;27682.6
689403;09/10/2021;09/10/2022;1;1000
689404;12/12/2021;12/12/2022;1;3700.93
689406;17/03/2021;17/03/2022;1;4672.85
689492;08/03/2021;08/03/2022;1;1873.22
689509;09/11/2021;09/11/2022;1;1000
689610;24/08/2021;24/08/2022;1;1000
689775;16/10/2021;16/10/2022;1;1000
689879;24/08/2021;24/08/2022;1;1000
689958;18/08/2021;18/08/2022;1;12242.68
689979;14/07/2021;14/07/2022;1;2601.59
689986;05/10/2021;05/10/2022;1;3165.16
690144;19/08/2021;19/08/2022;1;6871.92
690146;19/08/2021;19/08/2022;1;1898.31
690342;13/04/2021;13/04/2022;1;1089.68
690382;19/08/2021;19/08/2022;1;6871.92
690451;26/08/2021;26/08/2022;1;2745.26
690466;11/03/2021;11/03/2022;1;10381.81
690500;03/09/2021;03/09/2022;1;1000
690518;31/10/2021;31/10/2022;1;2259.44
690548;14/06/2021;14/06/2022;1;18410.96
690578;03/09/2021;03/09/2022;1;1760
690595;30/04/2021;30/04/2022;1;91685.88
690627;10/10/2021;10/10/2022;1;9574.12
690654;20/10/2021;20/10/2022;1;1000
690688;26/08/2021;26/08/2022;1;2745.26
690741;03/09/2021;03/09/2022;1;1000
690755;31/10/2021;31/10/2022;1;2259.44
690789;14/06/2021;14/06/2022;1;18410.96
690818;03/09/2021;03/09/2022;1;1760
690837;16/11/2021;16/11/2022;1;22143.97
690875;10/10/2021;10/10/2022;1;9574.12
690901;20/10/2021;20/10/2022;1;1000
690994;06/03/2021;06/03/2022;1;1000
691036;09/06/2021;09/06/2022;1;2706.69
691085;07/10/2021;07/10/2022;1;2878.31
691187;06/03/2021;06/03/2022;1;1000
691228;09/06/2021;09/06/2022;1;2706.69
691264;27/12/2021;27/12/2022;1;3972.47
691286;07/10/2021;07/10/2022;1;2878.31
691429;26/09/2021;26/09/2022;1;1000
691434;12/03/2021;12/03/2022;1;6112.44
691450;06/07/2021;06/07/2022;1;1000
691452;11/03/2021;11/03/2022;1;6221.34
691462;28/06/2021;28/06/2022;1;1000
691505;08/08/2021;08/08/2022;1;13276.16
691529;27/08/2021;27/08/2022;1;1000
691630;30/11/2021;30/11/2022;1;3186.45
691647;04/05/2021;04/05/2022;1;23441.31
691693;19/03/2021;19/03/2022;1;5139.53
691711;13/10/2021;13/10/2022;1;2393.29
691777;12/11/2021;12/11/2022;1;2986.91
691812;12/06/2021;12/06/2022;1;1000
691838;03/06/2021;03/06/2022;1;2777.91
691900;19/06/2021;19/06/2022;1;3333.63
691912;29/04/2021;29/04/2022;1;5418.13
691929;05/12/2021;05/12/2022;1;2420.63
691931;06/02/2021;06/02/2022;1;11929.61
691940;09/06/2021;09/06/2022;1;6041.64
692014;04/05/2021;04/05/2022;1;94302
692026;02/06/2021;02/06/2022;1;1000
692037;14/04/2021;14/04/2022;1;1000
692041;13/11/2021;13/11/2022;1;4236.14
692050;18/08/2021;18/08/2022;1;3919.59
692074;01/08/2021;01/08/2022;1;1000
692079;12/12/2021;12/12/2022;1;3247.76
692091;19/01/2021;19/01/2022;1;1000
692093;15/04/2021;15/04/2022;1;1835.47
692115;24/01/2021;24/01/2022;1;1000
692171;22/02/2021;22/02/2022;1;1000
692219;11/11/2021;11/11/2022;1;28152.48
692298;16/09/2021;16/09/2022;1;1926.47
692301;31/10/2021;31/10/2022;1;3301.86
692344;04/11/2021;04/11/2022;1;1000
692353;06/08/2021;06/08/2022;1;7869.45
692357;27/06/2021;27/06/2022;1;2181.76
692428;29/10/2021;29/10/2022;1;3467.53
692444;19/08/2021;19/08/2022;1;2293.68
692474;09/01/2021;09/01/2022;1;7483.04
692483;23/04/2021;23/04/2022;1;7689.76
692507;02/01/2021;02/01/2022;1;6406.71
692525;15/12/2021;15/12/2022;1;3774.33
692568;17/02/2021;17/02/2022;1;22804.8
692594;08/06/2021;08/06/2022;1;3748.99
692602;06/12/2021;06/12/2022;1;4039.83
692623;27/07/2021;27/07/2022;1;3353.76
692630;03/04/2021;03/04/2022;1;10532.73
692638;22/07/2021;22/07/2022;1;4543.04
692663;08/10/2021;08/10/2022;1;4938.8
692693;05/09/2021;05/09/2022;1;2623.2
692807;27/10/2021;27/10/2022;1;1153.44
692809;04/03/2021;04/03/2022;1;1021.95
692811;03/09/2021;03/09/2022;1;1385.61
692828;02/06/2021;02/06/2022;1;3972.73
692837;29/12/2021;29/12/2022;1;7310.23
692892;20/04/2021;20/04/2022;1;1707.32
692905;11/03/2021;11/03/2022;1;4759.11
692920;27/06/2021;27/06/2022;1;3153.22
692942;15/04/2021;15/04/2022;1;2092.63
692978;13/08/2021;13/08/2022;1;1000
693029;26/09/2021;26/09/2022;1;8665.3
693041;04/12/2021;04/12/2022;1;1000
693044;11/03/2021;11/03/2022;1;3490.34
693088;02/05/2021;02/05/2022;1;1053404.46
693125;31/12/2021;31/12/2022;1;1000
693194;02/01/2021;02/01/2022;1;101445
693207;07/05/2021;07/05/2022;1;1747.24
693209;07/05/2021;07/05/2022;1;1000
693268;11/11/2021;11/11/2022;1;4340.96
693281;11/03/2021;11/03/2022;1;1426.9
693495;12/03/2021;12/03/2022;1;6112.44
693508;06/07/2021;06/07/2022;1;1000
693509;11/03/2021;11/03/2022;1;6221.34
693519;28/06/2021;28/06/2022;1;1000
693536;12/06/2021;12/06/2022;1;1000
693583;14/11/2021;14/11/2022;1;1000
693588;27/08/2021;27/08/2022;1;1000
693685;10/01/2021;10/01/2022;1;13909.57
693697;23/07/2021;23/07/2022;1;1000
693703;04/05/2021;04/05/2022;1;23441.31
693733;19/01/2021;19/01/2022;1;2448.54
693763;13/10/2021;13/10/2022;1;2393.29
693830;12/11/2021;12/11/2022;1;2986.91
693862;12/06/2021;12/06/2022;1;1000
693893;03/06/2021;03/06/2022;1;2777.91
693925;22/04/2021;22/04/2022;1;1000
693958;19/06/2021;19/06/2022;1;3333.63
693971;29/04/2021;29/04/2022;1;5418.13
693989;05/12/2021;05/12/2022;1;2420.63
693991;06/02/2021;06/02/2022;1;11929.61
694001;09/06/2021;09/06/2022;1;6041.64
694073;04/05/2021;04/05/2022;1;94302
694087;24/12/2021;24/12/2022;1;1000
694099;14/04/2021;14/04/2022;1;1000
694104;13/11/2021;13/11/2022;1;4236.14
694112;18/08/2021;18/08/2022;1;3919.59
694134;01/08/2021;01/08/2022;1;1000
694137;11/04/2021;11/04/2022;1;3247.76
694148;19/01/2021;19/01/2022;1;1000
694149;15/04/2021;15/04/2022;1;1835.47
694175;28/06/2021;28/06/2022;1;1000
694218;28/03/2021;28/03/2022;1;4841.61
694231;22/02/2021;22/02/2022;1;1000
694276;11/11/2021;11/11/2022;1;28152.48
694289;06/07/2021;06/07/2022;1;13168.47
694354;16/09/2021;16/09/2022;1;1926.47
694395;04/11/2021;04/11/2022;1;1000
694402;06/08/2021;06/08/2022;1;7869.45
694407;27/06/2021;27/06/2022;1;2181.76
694484;29/10/2021;29/10/2022;1;3467.53
